tokens,LOC,ORG,PER,sentiment,neutral,positive
prv mož ja sati jesti na vprašanje milič komentirati tudi,0,1,0,3,1,-1
direktor družba steel marjati mačkošek direktor družba štor marjati mačkošek se družba štor steel mačkošek se boj,0,1,0,3,1,-1
slab terjatev na za upravljanje terjatev,0,1,0,3,1,-1
direktor družba varis štefan sobočen pa družba varis lendati sobočen pa jesti,0,1,0,3,1,-1
socialen država viceguverner slovenija janez fabijan država viceguverner banka janez fabijan pa viceguverner banka slovenija fabijan pa jesti,0,1,0,3,1,-1
da se biti lotiti izvedba gradnja da imeti znotraj evropa izjemen biti popolnoma izogniti biti dejati,1,0,0,3,1,-1
železniški proga med in koper v gradnja drug tir koper postati projekt drug tir koper segati prog med in koper sod,1,0,0,3,1,-1
imeti slovenija znotraj izjemen strateški lega,1,0,0,3,1,-1
koper n za infrastruktura in,0,1,0,3,1,-1
rang cena t biti nov predhodnik in poslanec a zvonka,0,0,1,3,1,-1
prostor pa jesti potrditi že let da biti projekt potrditi,0,1,0,3,1,-1
predsednik uprava koper gašpar gašpar predsednik uprava luka gašpar gašpar mišič uprava luka koper gašpar mišič pa,0,1,0,3,1,-1
teči pogovor med in evropski komisija opozorilo na zahteva po velik zmogljivost tok slovenija in dajati trden podpora,0,1,0,3,1,-1
med gazprom in komisija v interes gazprom in komisija glede spoštovanje po dogovor z komisija,0,1,0,3,1,-1
komisija v interes jesti da ki jesti za zelo pomemben ki v po eberlinčev beseda plinovod biti v dolg 266 kilometer sporazum med vlada in rusija o,1,0,0,3,1,-1
direktor družba plinovod eberlinc plinovod projekt želeti jesti opozorilo na v slovenija po beseda potekati neverjeten dejati prvi mož gled na spoštovati red jesti spomniti še,0,0,1,3,1,-1
ustrezati za tok v celota model ki tok slovenija in ki južen tok in gazprom dajati družba južen tok jesti zaživeti in,0,1,0,3,1,-1
predvsem odsek rateči kidričev in vodica vodica in rateči kidričev in zadnji še,1,0,0,3,1,-1
odsek vodica spremenjen zmogljivost in vodica dinamik umeščanje,1,0,0,3,1,-1
v trije faza kidričev,1,0,0,3,1,-1
faza lendati kidričev kidričev vodica in kompresorski postaja in vodica,1,0,0,3,1,-1
odvisen tudi oda in madžarski,1,0,0,3,1,-1
oda italija in jesti dejati,1,0,0,3,1,-1
vlada slovenija in o sodelovanje pri,1,0,0,3,1,-1
osmi leto zapored slovenija se jesti leto zapored nato pa,1,0,0,4,0,1
leto zapored singapura se jesti na pet mesto jesti lani zasesti svetoven banka pri opaziti na področje minimalen plača se jesti na posojilo skok jesti narediti na področje odpravljanje insolventnost jesti ostal na 41 dovoljenje se jesti uvrstiti na 59,1,0,0,3,1,-1
jesti na lestvica banka o pogoj vsak leto izvesti banka jesti najvelik napredek jesti banka pri slovenija,0,1,0,3,1,-1
pa on slediti in nov zelandija,1,0,0,3,1,-1
slediti hongkong in zelandija od,1,0,0,3,1,-1
biti se uvrstiti danska,1,0,0,3,1,-1
uvrstiti zda malezija,1,0,0,3,1,-1
danska južen koreja,1,0,0,3,1,-1
malezija koreja gruzija,1,0,0,3,1,-1
južen koreja norveška in,1,0,0,3,1,-1
gruzija in velik britanija,1,0,0,3,1,-1
norveška in britanija hiter,1,0,0,3,1,-1
hiter rastoča se jesti uvrstiti,1,0,0,3,1,-1
jesti tik za švica,1,0,0,3,1,-1
za nizozemski avstrija,1,0,0,3,1,-1
švica portugalska in,1,0,0,3,1,-1
avstrija in ruanda ter,1,0,0,3,1,-1
portugalska in ter pred čiti,1,0,0,3,1,-1
ruanda ter pred izrael,1,0,0,3,1,-1
pred čiti belgija,1,0,0,3,1,-1
izrael armeniti in,1,0,0,3,1,-1
belgija in francija,1,0,0,3,1,-1
armeniti in najvelik napredek,1,0,0,3,1,-1
del v podjetje globati jesti potekati repromaterial iz tovarna globala poti delo v podjetje globati danes še repromaterial iz tovarna globala a dovoliti v globalo jesti 200 biti zamenjati uprava globati resen prevent dev in globala ki da biti globala ne da družba globala ne biti med predstavnik družba globala in prevent,0,1,0,2,0,0
dev v last hastor da 52 odstotek in hastor 45 odstotek jesti tudi lastnik dev seja,0,0,1,2,0,0
seliti proizvodnja iz če do proizvodnja izseliti iz če ne da biti v ohraniti vsaj oda seliti proizvodnja iz ne biti kupec večina v sešit avtomobilski sedežen,1,0,0,3,1,-1
z generalen sekretar tekstilen in usnjarski predelovalen industrija anton rozman dejati predelovalen industrija slovenija rozman dejati predstavnik kota jesti povedati se modrost tuditi up da,0,1,0,3,1,-1
podjetje prevent dev unverricht kota,0,0,1,2,0,0
z javnost v globalo monik žvikarta v prevent globalo žvikarta upravi,0,1,0,3,1,-1
velik lastnik zakeršnik 52 odstotek,0,0,1,3,1,-1
biti verjeten šele njen mnenje morala znižati znesek ko biti začeti zaostrovati denaren da biti počakati na pomlad mera po zgled znižati na ničelen da biti še nekaj mesec,0,1,0,3,1,-1
jesti biti le kjer jesti,1,0,0,3,1,-1
odstotek v in italija jesti,1,0,0,3,1,-1
v francija in jesti bdp v,1,0,0,3,1,-1
odstotek v pa jesti biti,1,0,0,3,1,-1
podjetje član svet centralen banka ewalda evropski centralen banka nowotny jesti v,0,1,0,3,1,-1
zato jesti pripravljen da,0,1,0,3,1,-1
na borza v se jesti,1,0,0,3,1,-1
velik kupec zlat svet jesti postati ki jesti uvozen dajatev jesti letos kupiti,1,0,0,3,1,-1
ki jesti prehiteti kjer se tisoč ton 715 telek,1,0,0,3,1,-1
indija 715 biti biti lahek rast tečati s kateri svoj delež v prevzemen cena,0,1,0,3,1,-1
jesti povedati eržen iz gbd,0,0,1,3,1,-1
alenka eržen iz ja,0,1,0,3,1,-1
ja tik pred prodaja biti se delnica nekdanji isker avtolektrika delnica letrika nekdanji avtolektrika podražiti za,0,1,0,3,1,-1
pred prodaja delnica biti glede na,0,1,0,3,1,-1
jesti padel ki jesti,0,1,0,3,1,-1
biti pisanje četrtkov v ime konzorcija,0,1,0,3,1,-1
biti med drug zavarovalnica in nlb,0,1,0,3,1,-1
moder zavarovalnica in še ta,0,1,0,3,1,-1
imeti sicer group,0,1,0,3,1,-1
guverner centralen banka jazbec jesti v kršiti tajnost jesti v odgovor zaupen podatek jesti ob ta gorenek jesti v petek pozvati,0,0,1,3,1,-1
jesti v odgovor gorenak potrdilo jesti v odgovor ta jesti krediten mapa zanimati kaj petek poziv poslanec a vinko zoper nlb jesti jazbec v kredit p podatek jesti banka biti se na zapis odzvati tudi,0,0,1,3,1,-1
da jesti nlb slovenija pred čas jesti nlb banka pred čas seznaniti nevsebinski ovadba sveti slovenija jesti danes ovadba sveti banka jesti danes namreč nit praven oddelek slovenija nlb praven oddelek banka nlb diametralen,0,1,0,3,1,-1
glede posredovanje podatek zaradi določba zakon tudi s predstavnik in specializiran državen ves ovira ter in tožilstvo nemudoma poziv tožilstvo ali banek nlb listina tožilstvo ali breza odredba sodišče ne deliti nit nit tožilstvo,0,1,0,3,1,-1
kaj biti storiti pristojen iz centralen,0,0,1,3,1,-1
podjetje ljubljana celje in,1,0,0,3,1,-1
d direktor boštjan vasel direktor umar vasel gled jesti pojasnilo v slovenija,0,1,0,3,1,-1
vasel v biti letos zabeležiti ne sam v evropski kmetijski za gospodinjstvo v še zmeraj zaostajati s proizvajalec v s cilj zagotovitev da biti v potrebovati model zamejen,1,0,0,3,1,-1
elektrika fota tv objavljen cena,0,1,0,3,1,-1
biti po pojasnilo ljubljana sicer začasen po pojasnilo elekter sicer začasen značaj na primer iz ljubljana sporočiti primer iz elekter sporočiti da biti sporočiti iz ljubljana n sporočiti iz elekter n gospodarski,0,1,0,2,0,0
raziskovalen center pri slovenija damjan kozamernik center pri banka damjan kozamernik mena pri banka slovenija kozamernik mena,0,1,0,3,1,-1
po podatek gorenjska se biti po podatek elekter se biti znesek,0,1,0,2,0,0
po podatek celje za po podatek elekter za ever,0,1,0,2,0,0
z elektrika slovenski elektrarna in,0,1,0,4,0,1
branka grims jesti grims jesti zbiranje slovenski šolstvo grims jesti na biti po beseda doseči soglasje o število učenec pravi da kritičen točka vztrajati pri stoodstoten še povedati poslanec sicer pa tak pravi doseči soglasje vprašanje po beseda ostajati financiranje zaseben financiranje poslanec jesti morebiten pobudnik,0,1,0,3,1,-1
šolstvo s stran vzgoja izobraževanje znanost in kultura svize kultura slovenija označiti za,0,1,0,3,1,-1
s glaven tajnik branimir štrukati glaven tajnik sviz štrukati kjer pa se jesti minul sreda sestati,0,1,0,3,1,-1
tudi s predstavnik za šolstvo in,0,1,0,3,1,-1
majda širec majda,0,1,0,3,1,-1
sd žgajner tavti,0,0,1,3,1,-1
žgajner tavti rudolfa,0,1,0,3,1,-1
sns mog lds,0,0,1,3,1,-1
rudolfa mog in slavko,0,1,0,3,1,-1
lds in gaber samostojen jesti meniti pa jesti dejati odstoten predlagati tudi možnost,0,0,1,3,1,-1
matičen odbor v poudariti pomen javen razširitev seja odbor za kultura,0,1,0,3,1,-1
da rekonstrukcija biti biti popoln,0,1,0,3,1,-1
kucler dolinar jesti biti poslanka mojca kucler dolinar biti poslanka ns kucler dolinar imenovan na lista za kucler dolinar,0,0,1,3,1,-1
tehnologija pripadati zupan jesti saj biti zupan in anton da imeti in zakrajšek enak pa imeti prednost prejeti jesti v prejšnji mandat zbor zakrajšek,0,0,1,3,1,-1
današnji seja ugotoviti volilen komisija volilen komisija komisija decimalen mesto jesti zato volilen na dva decimalka volilen komisija pa čas da volilen komisija pod a on na današnji seja,0,1,0,3,1,-1
izpraznjen poslanski mesto zasesti anton zakrajšek 2004 na lista v tretji volilen izstop iz stranka in prestopiti k sds predstavnik biti sicer na,0,1,0,3,1,-1
mesto ns zasesti zakrajšek ker majda zupan in zakrajšek na volitve imeti zupanov in enak izid in poslanski mesto zaseda rvk odstotek glas pa odstotek državen zbor pa se jesti,0,0,1,3,1,-1
in prestopiti k predstavnik ns,0,1,0,3,1,-1
tudi v znamenje festival biti predvsem v znamenje in tam dober festival v znamenje festival biti potekati ospredje nacionalen zabava ki on biti uporabiti v dober poznan stojnica,1,0,0,3,1,-1
del za nagrada portorož advertising award,1,0,0,3,1,-1
za nagrada piran advertising award in,1,0,0,3,1,-1
največ del iz tokraten festival biti oglaševalski agencija iz t biti,1,0,0,3,1,-1
lani sledeti 229 del,0,0,1,3,1,-1
del 207 del,0,0,1,3,1,-1
del 206 del,0,0,1,3,1,-1
del in 200 del,0,0,1,3,1,-1
med prijavitelj iz jesti največ del,1,0,0,3,1,-1
največ del prijaviti ddb 32,0,1,0,3,1,-1
slediti mccann 23,0,1,0,3,1,-1
23 ter publics,0,1,0,3,1,-1
originati ter pubilcs groupa,0,1,0,3,1,-1
20 deti tbwa 16,0,1,0,3,1,-1
del in s 14 prijavljen,0,1,0,3,1,-1
ugotavljati tudi iz oda koder,1,0,0,3,1,-1
del s 77 del,1,0,0,3,1,-1
iz 112,1,0,0,3,1,-1
del 71 del,1,0,0,3,1,-1
in z 18 del,1,0,0,3,1,-1
deti jesti omeniti tudi,0,0,1,3,1,-1
prijavljen del iz litva,1,0,0,3,1,-1
iz srbija ukrajina in,1,0,0,3,1,-1
litva in bolgarija,1,0,0,3,1,-1
ukrajina in festival v,1,0,0,3,1,-1
za prevent globala unverricht jesti danes imeti več poudarjati da program zatrjevati imati pogodba jesti pojasnilo s predstavnik jesti zatrdilo unverricht jesti zatrdilo unverricht jesti že govorilo kota pravi on jesti čimprejšnji rešitev situacija jesti poudariti priti več ne žeti ugibati vodilo družba biti želeti odgovoriti prava tak biti želeti komentirati uprava pozitiven jesti oceniti tudi bivši kota jesti zatrdilo jesti predlog najti rešitev jesti še dejati,0,0,1,4,0,1
predsednik nadzoren svet globati vladimir bilić svet prevent globati bilić ki raven toda trenuten biti v predsednik nadzoren svet globati vladimirjati bilić svet prevent globati bilić ki s pa tudi ne zdeti narobe,0,1,0,4,0,1
ves proizvodnja v jesti zakeršnik,1,0,0,3,1,-1
imeti v misel in kozmus drug velik lastnik globati nijaz hastor lastnik prevent globati hastor ki v ozadje ponudba s pa v sodelovanje s podjetje dolg uspešen,0,0,1,4,0,1
tesen boj z gaspari biti v njegov prednost pred jesti verjeten biti,0,0,1,3,1,-1
o nov predsednik lojza petereti se jesti osamosvojiti pozneje poverilen pismo predsednik ter tak postati kampanja za izvolitev v varnosten svet,1,0,0,3,1,-1
z delo v narod njegov ko jesti narod zapustiti,0,1,0,3,1,-1
končan gimnazija v mesto na filozofski,1,0,0,3,1,-1
nov mesto na fakulteta v ljubljana filozofski fakulteta v diplomirati iz geografija,0,1,0,3,1,-1
zgodovina na fakulteta pa še,0,1,0,3,1,-1
1989 jesti ustanoviti krščanski socialen gibanje,0,1,0,3,1,-1
volitve izvoliti v zbor in postati,0,1,0,3,1,-1
jesti oditi v york in tedanji,1,0,0,3,1,-1
tedanji generalen sekretar narodov butros galij sekretar združen narodov galij predal poverilen,0,1,0,3,1,-1
študijski zadeva na fakulteta univerza v na praven fakulteta v ljubljana fakulteta univerza v,0,1,0,3,1,-1
petereti pričakovan in gaspari malce presenetljiv po volitve gaspari se jesti a jesti med kampanja presenetiti do predsednik se jesti po postati namestnik guverner banka slovenija in guverner naroden banka in že leto kasneje namestnik guverner banka jugoslavija guverner naroden banka liti 1989 in 1992 jesti delati kot senior financirati ekonomist v banka v washington svetoven banka v junij 1992 jesti postati guverner slovenija in funkcija postati guverner banka in funkcija opravljati,0,0,1,3,1,-1
s podpora pešajoč zato se zbor na lista naslednji leto,0,1,0,3,1,-1
končan gimnazija v mesto na filozofski,1,0,0,3,1,-1
nov mesto na fakulteta v ljubljana filozofski fakulteta v diplomirati iz geografija,0,1,0,3,1,-1
zgodovina na fakulteta pa še po diplomiti na fakulteta let 1975,0,1,0,3,1,-1
1989 jesti ustanoviti krščanski socialen gibanje,0,1,0,3,1,-1
volitve izvoliti v zbor in postati biti izvoliti v zbor na lista,0,1,0,3,1,-1
magistrski študij na fakulteta v beograd ekonomski fakulteta v v let,0,1,0,3,1,-1
za finance v dr janez,0,1,0,3,1,-1
fdv in podpredsednik igor lukšič oda in podpredsednik sd lukšič oda študentov jesti dejati ki jesti in sd morala pozvati k odgovoren ravnanje cerkev služiti kot poligon istockphota cerkev služiti le v kateri podmladek sds poziv delovati avtonomen jesti zatrdilo da se ob nepoznavanje zgodovinski iti pri navodilo za prijem slovenski državljan naj se opredeliti še dodajati oblak ta sd borut pahor dejanje odločen obsoditi da jesti javen osebnost podmladek jesti ob ta vladen stranka sds očitati omejevanje verski da jesti početje zakonski sporen biti se morala kot politika izogibati,0,1,0,2,0,0
že drugič odzvati demokratski mladina razmišljanje v biti prepričan zakaj se vmešavati,0,1,0,3,1,-1
odgovoren ravnanje lukšič služiti kot istockphota lukšič služiti le kot,0,1,0,3,1,-1
soboten članek v v kateri,0,1,0,3,1,-1
kot tudi predsednik borut pahor lukšičev tudi predsednik sd pahor lukšičev dejanje,0,1,0,3,1,-1
tiskoven predstavnik škofovski konferenca andreja slovenski škofovski konferenca sati mena,0,1,0,3,1,-1
uraden obisk na se jesti evropski unija in v luč priprava vrh eu ki biti v trgovina s ugotavljati tak slovenija stoletje živeti na zunanji minister na obisk na pa se vrh eu ter o aktualen,1,0,0,3,1,-1
in sodelovanje med unija in kitajska priprava na vrh kitajska luč slovenski predsedovanje v prvi polovica tak slovenija kot blagoven menjava slovenski predsedovanje vrh eu eu vrh kitajska ter,1,0,0,3,1,-1
november v ter v nebeški mir v po pogovor,1,0,0,3,1,-1
kitajska ugotavljati tak kot eu neposreden investicija v slovenski in,1,0,0,3,1,-1
poseben upraven območje in maca pa,1,0,0,3,1,-1
območje hongkong in pa milijon,1,0,0,3,1,-1
sprejet kraljevski z za gospodarstvo biti,0,1,0,3,1,-1
okrepitev sodelovanje med koper in kitajski sodelovanje med luka in kitajski pristanišče,0,1,0,3,1,-1
dvorana ljudstvo na nebeški mir v,1,0,0,3,1,-1
predvsem o in iran,1,0,0,3,1,-1
o pakistan in,1,0,0,3,1,-1
ovadba zoper kriminalist kos in roman ovadba zoper kriminalist kos in roman sds pričakovati odstop kos sds pričakovati odstop poslanec sds dodati da imeti več legitimnost da biti narediti edin razumen,0,0,1,2,0,0
drago kos in prah poslanec drago kos in prah vrhoven,0,0,1,2,0,0
tomaž ranec pričakovati odstop drago utišati pričakovati kos odstop korupcija v pričakovati da,0,1,0,3,1,-1
podpora s stran tožilstvo da,0,1,0,3,1,-1
da jesti let 1999 že njegov beseda jesti poseg cerarjev razumeti še dejati jesti junij 1999,0,0,1,3,1,-1
legitimnost za vodenje za preprečevanje korupcija,0,1,0,3,1,-1
junij 1999 za slovenija dejati 1999 za tv dejati da,0,1,0,3,1,-1
prispevek o afera holmec,1,0,0,3,1,-1
afera vič ker jesti,1,0,0,3,1,-1
kdo z za notranji zadeva,0,1,0,3,1,-1
branka grims jesti grims jesti četrtkov da jesti sodelovati pri odstavitev za neresničen jesti prepričan poslanec zagotavljati da ne urejati ne grims ne kdo,0,1,0,2,0,0
četrtkov trditev poslanec dušan kumrati trditev poslanec sd kumrati da da prav izjava razgaljati enkrat dober vedeti poslanec iz vrsta demokratov potrjevati misel obraz jesti v četrtek biti tožiti tak kot zgaga tuditi oster odzvati na beseda in on če biti svoj trditev dokazati sicer odločiti tožiti in novinar večer,0,1,0,2,0,0
političen pritisk na slovenija pritisk na rtv poslanec evidentiran biti tožiti tak programski politika na slovenija ne urejati politika na radio ne urejati ne trditev dokazati slovenija se jesti dokazati rtv se jesti sicer ves zaposlen na slovenija ki zaposlen na radio ki biti,0,1,0,3,1,-1
da z direktor slovenija vinko vaslet z direktor radio vinko vaslet v direktor radio slovenija vaslet v zadnji zgaga tuditi direktor slovenija vinko vasel tuditi direktor radio vinko vasel se direktor radio slovenija vasel se jesti kdo drug jesti zatrdilo z mesto direktor slovenija če mesto direktor radio če biti,0,1,0,3,1,-1
četrtek na seja zbor dejati,0,1,0,3,1,-1
tak kumrati kot tuditi direktor radio kumrati in novinar blaž zgaga zaradi in novinar večer zgaga zaradi njun,0,0,1,3,1,-1
njun izjava jesti pred dan,0,0,1,2,0,0
demokratov borut pahor predsednik socialen demokratov pahor obžalovati izstop iti naprej pahor borut pahor borut pahor pahor jesti v strankin delo ugotavljati da jesti zapisati boški šrota v torkov pismo zapisati da kota nadaljevati predsednik se jesti delovati povezovalen zagotavljati da skleniti deklaracija,0,1,0,3,1,-1
pahor obžalovati izstop šrot iz stranka izstop predsednik uprava laško boški šrot predsednik uprava pivovarna boški šrot iz uprava pivovarna laško šrot iz stranka zapisati pahor šrota jesti v jesti zapisati in napovedati odhod,0,0,1,3,1,-1
zmeren politika do janša pa mena nesprejemljiv izjava predsednik janez janša o izjava predsednik vlada janša o nekateri šrot do predsednik mogoč večinoma strinjati predsednik in vlada jesti predsednik sds in jesti naš tekmec politika pod vodstvo janša,0,0,1,2,0,0
stranka despot žurnal24,0,0,1,3,1,-1
saš despot rokavica konflikt,0,1,0,3,1,-1
se jesti znajti na izjemen možnost uspešen vodstvo v prihodnost njen za stranka in zelo slab,1,0,0,3,1,-1
januar janša gostitelj julij janša premiera v zveza s avgust september janša ker mem bečirovič janša in saša,0,0,1,3,1,-1
ministrov in rekonstruirati oktober,0,1,0,3,1,-1
se biti potegovati peterek mem,0,0,1,3,1,-1
petra peterek bečirovič janez,0,0,1,3,1,-1
janez janša in kragelj decembrski,0,0,1,3,1,-1
kandidat pa biti in andreja bajuka,0,1,0,3,1,-1
biti pankrt in bajuka letošnji,0,0,1,3,1,-1
leto priprava izbor ki biti jesti v zavest vnesti globalen pogled,0,0,1,3,1,-1
jubilejen prireditev v pa biti razglasiti,1,0,0,3,1,-1
hribar poslanec zmaga jelinčič poslanec sns jelinčič športnica,0,1,0,3,1,-1
majdič predsednik borut pahor in predsednik sd pahor in predsednik,0,1,0,3,1,-1
pahor in predsednik borec janez stanovnik predsednik zveza borec stanovnik slovenija,0,1,0,3,1,-1
janez stanovnik dobiti tudi sedem za sedem čudesa izbrati aljažev stolp,1,0,0,3,1,-1
čudesa slovenija izbrati stolp blejski,1,0,0,4,0,1
aljažev stolp grad bolnišnica,1,0,0,4,0,1
blejski grad franje cerkev,1,0,0,4,0,1
bolnišnica franje sv rok,1,0,0,4,0,1
planiški velikanka tromostovje in predjamski velikanka plečnikov in predjamski grad,0,0,1,4,0,1
plečnikov tromostovje in grad župan,1,0,0,4,0,1
minister rupel na pri kranj gost na brd pri gost zunanji minister,1,0,0,3,1,-1
gost zunanji minister britanija francija udeležiti zunanji minister britanija francija gostilo zunanji minister britanija david millibanda,1,0,0,3,1,-1
velik britanija nemčija in velik britanija nemčija in david millibanda bernard kouchner,1,0,0,3,1,-1
francija in italija francija in italija bernard kouchner franka walter,1,0,0,3,1,-1
nemčija in preučiti naj nemčija in ki se walter steinmeier in mass,1,0,0,3,1,-1
v razprava o sestanek slovenski v razprava o vendar prebojen civilen misija na ki pa,1,0,0,3,1,-1
kontakten skupina iz se biti udeležiti naj biti se odločiti o napotitev o ta jesti sprejeti december lani,1,0,0,3,1,-1
visok zunanjepolitičen predstavnik javiera solan zunanjepolitičen predstavnik eu solan kota,1,0,0,3,1,-1
biti sporočiti z biti slovenski,0,1,0,3,1,-1
minister in predsedujoč za splošen zadeva in zunanji odnos rupel tak gostilo,0,1,0,3,1,-1
minister velik britanija millibanda francija,0,0,1,3,1,-1
millibanda francija kouchner nemčija,0,0,1,3,1,-1
kouchner nemčija walter steinmeier,0,0,1,3,1,-1
steinmeier in italija srečanje,0,0,1,3,1,-1
diplomatski vir v p pričakovanje,1,0,0,3,1,-1
ki pa on oster nasprotovati,1,0,0,3,1,-1
erjavec in predsednik bojan šrot sporočilo in predsednik sls šrot sporočilo erjavec in prvak bojan šrot in prvak sls šrot v partner jesti ponoviti stališče še pojasnilo prvak misliti jesti znan šrota in kareti že odzvati na in erjavčev izjava,0,1,0,3,1,-1
izjava o privatizacija in telek ne koalicija glede privatizacija triglav in prodaja mora tretjinski delež triglav steči v,0,1,0,3,1,-1
privatizacija triglav in ne razpihovati že triglav in prodaja slovenija erjavec in prodaja telek erjavec verjeti medtem ko naj doseči čim dober jesti da ne postati zgolj,0,1,0,3,1,-1
telek slovenija verjeti da borzen kriza erjavec privatizacija naj bojan šrota in erjavec meniti na šrotov in izjava ter ves,0,0,1,3,1,-1
partner v biti mnenje parlamentaren stranka in sls enoten,0,1,0,3,1,-1
hiter generalen sekretar pavel brgleza jesti generalen sekretar desus brgleza jesti za,0,1,0,3,1,-1
vodje poslanski skupina žnidaršič jesti že,0,0,1,3,1,-1
desus in enoten mnenje kota,0,1,0,3,1,-1
hrvaški problem pa predlagati poseben,0,0,1,3,1,-1
poseben poročevalec parlament za hrvaški evropski parlament za hannes swobod jesti parlament za hrvaški swobod jesti v,0,1,0,3,1,-1
swobod jesti v pozdraviti preboj v,1,0,0,3,1,-1
ribiški spor med in slovenija proces pogajanje med in eu leto dokler ne biti v v jadran lahek sprejeti poseben zakon se jesti morati pogovarjati s soseda,1,0,0,3,1,-1
med hrvaški in poudariti jesti ki on blokirati zaradi hrvaški jesti pogovarjati s in italija o da v primer ne iti za,1,0,0,3,1,-1
med zunanji minister ruplo in gordan v sobota po beseda govoriti o poleg ta biti in jandroković v,0,0,1,3,1,-1
med hrvaški in srečanje jesti za država članica minister biti ne biti v stip mesić tudi za članica ne glede,1,0,0,3,1,-1
erc v za država članica uveljavitev erc v iti z nek hrvaški cona v lahek hrvaški sprejeti,1,0,0,3,1,-1
biti se premier janša in iva,0,0,1,3,1,-1
janez janša in sanader avgust lani,0,0,1,3,1,-1
avgust lani na dogovoriti,1,0,0,3,1,-1
s slovenija in o ta,1,0,0,3,1,-1
jesti medtem za radio dejati,0,1,0,3,1,-1
temveč da jesti nezadovoljen predvsem s,1,0,0,3,1,-1
oda meja z prek koroška,1,0,0,3,1,-1
avstrija prek savinjski dolina biti glasen na novomešek različica na drug stran jaz nek,1,0,0,3,1,-1
prek koroška dolina dolenjska,1,0,0,3,1,-1
savinjski dolina in bel krajina,1,0,0,3,1,-1
dolenjska in krajina do meja čas odmevati v krajina zdaj si želeti v krajina tak povezava najbolj potrebovati krajina in na,1,0,0,3,1,-1
do meja s državen prostorski,1,0,0,3,1,-1
novomešek različica grafik d se,0,1,0,3,1,-1
povedati jeral z oddelek,0,0,1,3,1,-1
želeti marsikje biti na primer še najbolj zainteresiran n pa,1,0,0,3,1,-1
na primer prek dolina nujen potrebovati razvojen os prek dolina kar,1,0,0,3,1,-1
na avtocesta proti kar biti,1,0,0,3,1,-1
oba središče in črnomelj,1,0,0,3,1,-1
metlikati in želiti,1,0,0,3,1,-1
pravi gola župan župan občina gotov,0,0,1,3,1,-1
v mojstrana nelegalen končati kajti ki biti metati slab luč na kateri oddajati apartmati da tudi legalizirati oddajanje apartmaj nadzor vs ki imeti problem v početje v mojstrana ne,0,0,1,2,0,0
nelegalen oddajati apartmati lastnik nepremičnina v že drug leto in stanovanje v ta oddajati lastnik nepremičnina v ampak želeti kamor spadati tudi jesti 1500 imeti nepremičnina v plačevati pavšalen početje britanec v ne videti nit da biti v morala spodbujati turističen,1,0,0,3,1,-1
upraven enota in turističen organizacija,0,1,0,3,1,-1
včeraj dejati predsednik dovje mojstrana dejati predsednik td mojstrana franc predsednik td dovje mojstrana franc vog td dovje franc vog dovje mojstrana vog se jesti povedati nati biti,0,1,0,3,1,-1
jesti pojasnilo podpredsednik dovje mojstrana pojasnilo podpredsednik td mojstrana marko podpredsednik td dovje mojstrana marko osredkar td dovje marko osredkar in dovje mojstrana osredkar in dodati,0,1,0,3,1,-1
kota jesti povedati čeren ki jesti pojasniti hud problem,0,0,1,3,1,-1
jesti še dodati,0,0,1,3,1,-1
urban cerar jesti joras zagroziti s odškodnina če zemljišče ki mulina urban cerar joras zagroziti s odškodnina če zemljišče ki za meja jorasa pa jesti pravi in dodajati,0,0,1,3,1,-1
na zemljišče pisarna zupan odvetniški pisarna martelanca odvetniški pisarna zupan martelanca ilič pisarna zupan ilič zupan martelanca ilič puca martelanca puca iz martelanca ilič puca iz ljubljana ilič iz ljubljana jesti,0,1,0,3,1,-1
puca iz jesti v ime,1,0,0,3,1,-1
na območje ob pri kaštel jesti na levi breg ki on na levi breg zakon,1,0,0,3,1,-1
ob dragonja pri jesti konec februar valter krastić iz ki jesti,1,0,0,3,1,-1
zemljišče v last pogodba o imeti prebivališče na t biti za ničen jesti v odgovor,1,0,0,2,0,0
urban cerar iz sicer lastnik,1,0,0,3,1,-1
sedem ar krastić iz kašteti,0,0,1,3,1,-1
ar ter umera iz plovanija,0,0,1,3,1,-1
mario umera iz ki jesti,1,0,0,3,1,-1
jesti takrat pri z nota protestirati,1,0,0,3,1,-1
da mora varovati celoten slovenski,0,1,0,3,1,-1
schoenn in association podjetje j penen,0,1,0,3,1,-1
strategija tudi za pahorje in socialdemokrat slišati nov strat opisovati,0,0,1,3,1,-1
pa biti za pripraviti strateški okvir ki se s bojevati za zmaga,0,1,0,3,1,-1
kda jesti j penn najmočen človek v za kateri washington post jesti svetovati tudi jesti glaven svetovalec gates in microsoft bill gates in najbolj znan javnomnenjski raziskava predsednik bill clinton raziskava predsednik zda clinton z,0,0,1,4,0,1
nov strat opisovati post penn,0,1,0,3,1,-1
jesti svetovati tudi blaire biti,0,0,1,3,1,-1
2007 svetovati tudi clinton sodelovanje kjer jesti v tekma za,0,0,1,3,1,-1
po preobrat v kjer jesti,1,0,0,3,1,-1
predsedniški kandidat premagati spopad,0,0,1,3,1,-1
tudi desnica republikanec mednaroden bushev republikanec republikanski inštitut,0,0,1,3,1,-1
ali jesti j,0,0,1,4,0,1
j mar svetovalec še,0,0,1,3,1,-1
mitja deisinger pogačar jan mitja deisinger pogačar in jan,0,0,1,3,1,-1
